epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,479.002,0.87303,0.44507,0.98638,0.98303,0.9988,0.99483,0.78898,0.90195,0.40893,1.02313,0.002872,0.002872,0.002872
38,491.753,0.86314,0.43027,0.97794,0.99866,1,0.995,0.77886,0.9341,0.40045,1.0471,0.002674,0.002674,0.002674
39,504.261,0.85486,0.44248,0.97972,0.99899,1,0.995,0.79791,0.89096,0.40292,1.01837,0.002476,0.002476,0.002476
40,516.995,0.84874,0.42639,0.97291,0.99875,0.98276,0.99467,0.79548,0.89232,0.40408,1.01145,0.002278,0.002278,0.002278
41,533.758,0.85779,0.40899,0.98446,0.99996,0.98276,0.99467,0.79147,0.90863,0.40803,1.04062,0.00208,0.00208,0.00208
42,546.255,0.84655,0.40505,0.98056,1,0.99937,0.995,0.78376,0.92401,0.39963,1.02886,0.001882,0.001882,0.001882
43,558.671,0.84281,0.40015,0.99119,0.99994,0.98276,0.99483,0.76873,0.93561,0.41085,1.03863,0.001684,0.001684,0.001684
44,571.469,0.83545,0.38731,0.97507,0.99781,1,0.995,0.79184,0.90266,0.39683,1.03126,0.001486,0.001486,0.001486
45,583.919,0.82747,0.38074,0.96909,1,0.99935,0.995,0.80198,0.91155,0.38676,1.02985,0.001288,0.001288,0.001288
46,596.523,0.81003,0.38389,0.96379,0.98245,1,0.99483,0.79598,0.90931,0.38849,1.03981,0.00109,0.00109,0.00109
47,609.165,0.81725,0.3826,0.96601,0.99896,1,0.995,0.81078,0.8945,0.38146,1.01897,0.000892,0.000892,0.000892
48,621.629,0.81182,0.37864,0.96267,0.99837,1,0.995,0.7991,0.88406,0.39036,1.01543,0.000694,0.000694,0.000694
49,634.113,0.80641,0.36932,0.95857,0.99891,1,0.995,0.80044,0.88879,0.37664,1.02246,0.000496,0.000496,0.000496
50,646.696,0.7878,0.36159,0.95619,0.99932,1,0.995,0.79641,0.89791,0.37536,1.02787,0.000298,0.000298,0.000298
